Date_Time,AAPL_RV,AAPL_Volume,AXP_RV,AXP_Volume,BA_RV,BA_Volume,CAT_RV,CAT_Volume,CSCO_RV,CSCO_Volume,CVX_RV,CVX_Volume,DD_RV,DD_Volume,DIS_RV,DIS_Volume,GE_RV,GE_Volume,GS_RV,GS_Volume,HD_RV,HD_Volume,IBM_RV,IBM_Volume,INTC_RV,INTC_Volume,JNJ_RV,JNJ_Volume,JPM_RV,JPM_Volume,KO_RV,KO_Volume,MCD_RV,MCD_Volume,MMM_RV,MMM_Volume,MRK_RV,MRK_Volume,MSFT_RV,MSFT_Volume,NKE_RV,NKE_Volume,PFE_RV,PFE_Volume,PG_RV,PG_Volume,SP500_RV,SP500_Volume,TRV_RV,TRV_Volume,UNH_RV,UNH_Volume,UTX_RV,UTX_Volume,V_RV,V_Volume,VZ_RV,VZ_Volume,WMT_RV,WMT_Volume,XOM_RV,XOM_Volume
2008-01-02,0.0004724728506050905,263255531,0.00043317213232324503,7329236,0.00016881883916131888,3866534.0,0.0002550933975082314,5948813,0.0004631375118223021,60262963,0.00019560462715798816,8498146,0.00024130322096072108,5235487,0.00024274600857500115,8694317.0,0.00013990266436580864,34766302.0,0.00027060399922367435,9310716,0.0005598243543464178,15537228.0,0.0003211322534622138,8841406,0.00046448301023979536,80392180.0,6.325076740606124e-05,11148925,0.0005072302913134674,20174165.0,8.762994743008364e-05,14128480,0.00012325750226580167,7345139,0.0001801171793157553,3977127.0,0.0001928923885924415,10336196,0.00035272297872025087,57388208,0.00040122822577725063,9344012,0.00013758678629458655,42923138,9.051418080157303e-05,11208849,0.00010210464481524148,0.0,0.000314076573756858,2164506,0.00015712307262269858,6600842,0.00021247062384880142,3826547,,,0.00025438602510612936,8859663,0.00033308697703230593,18140349,0.0001612569623260902,20544495
2008-01-03,0.0003616125849267048,202553771,0.0002809948240671266,6920887,7.830877227839425e-05,3006184.0,0.00019669706573384016,4127945,0.0003208840765653669,45985305,0.00012332110388749604,8760728,0.00016563158165794781,4872231,0.00014459794305467873,7363918.0,6.109611113546158e-05,24898382.0,0.0003266652568173709,7526880,0.0003196781620799252,12966209.0,0.00015749982564172986,7213606,0.0004294963580115823,79185857.0,5.3318746462353565e-05,7889632,0.0003311247360594009,16325523.0,9.603233026065359e-05,12654452,0.00019398211822389328,5961578,0.00011249847621214115,2576654.0,7.929095580518295e-05,7413309,0.00016796451487773487,46579172,0.0001885274419137403,9262632,0.0001391231353299309,42831168,0.00010400979637338958,9911255,4.616315943151324e-05,0.0,0.0001217562264474189,1828400,8.946818281645677e-05,4543487,0.00011201284710156759,4147558,,,0.00014256237242034234,7326671,0.00018112824109192007,16682490,0.00010540159736743268,16455171
2008-01-04,0.0007424827232931799,349396754,0.00045335073791155064,7767287,0.00016117014425183005,4875790.0,0.00032968006146239903,7241032,0.0005100408210443663,52837921,0.00030332056254799136,11664735,0.0002604487098201525,6923417,0.00018443500876646218,8820258.0,0.00012800112594889005,36372626.0,0.0005590696138814869,9755730,0.0005967884236692002,17865819.0,0.00025657087712692173,8794349,0.000739742441277826,162203630.0,7.280962789276906e-05,11637006,0.0004747971524148816,23790707.0,9.548106184526639e-05,16665062,0.00011384181174329653,8927936,0.00018165814521107205,3371579.0,0.00011781464080287804,9387924,0.0003430195539531505,64789109,0.00013470117471658732,21164332,0.00015581237803735545,37876776,0.00014741426459976032,8959675,0.0001132734575939219,0.0,0.00018693193532034444,2543525,0.00022733730634767925,6273377,0.00021015505458726373,5155607,,,0.00019681222821528758,9968017,0.00024902775732783036,19054569,0.00026393550115152336,20728111
2008-01-07,0.0035094734126639693,497655193,0.0004551631512714599,12069622,0.00037820068081021753,9400955.0,0.00022513506413400478,7965467,0.0005550286770264623,52277442,0.00030234457929786447,11980058,0.0003281332075853522,6920301,0.00021502231162889827,10121353.0,0.00021133508579830937,32946039.0,0.0015314779702432953,15322598,0.00046871634941268844,19274438.0,0.00043129162876526304,10782125,0.000773921165082293,100905187.0,0.00013555528905906622,10947333,0.0005933045238427204,24561262.0,0.00010576707792825492,19078822,0.00022469634327839053,10451865,0.0001349265726394793,3982722.0,0.0002220252589463013,10292181,0.00031904373546376826,76504925,0.0002520155476501359,19755836,0.00023455683601965045,45681331,0.0001157865360009517,10523593,0.00016325842328248217,0.0,0.00039727383284137043,2922958,0.00026558433797538013,5499654,0.0002348629311109685,5481442,,,0.00030289742570175374,12166060,0.0004281177218348979,17763362,0.00030692537928239373,25509142
2008-01-08,0.001228918435881811,367906336,0.00045633926492491723,11038131,0.00024901360533492636,8835586.0,0.0002301874789741376,7345764,0.0006657446415313985,56176981,0.00034126788579000674,10252031,0.00030982130311708124,6435042,0.0002249497713297542,11889594.0,0.00030843832941787613,41547833.0,0.00110306126199898,12847209,0.000442351879453612,14673129.0,0.00037599907898956697,8654705,0.0004963240310494352,75653111.0,8.179028424368283e-05,12288891,0.001019775767322864,30955972.0,0.00013116859299835116,17500046,0.0002028188245084702,8808204,0.0002292072230809178,4883039.0,0.0003104678076961141,19267686,0.00032479401781996815,71748362,0.00024196407531066244,15767896,0.00035988576467815386,48402322,0.0002015621363761249,13627365,0.00020161387887643998,0.0,0.0007582976905142287,4417346,0.0003461524239556924,7657137,0.000172903689851821,7526609,,,0.0015893950343272803,31667157,0.0002938565353115185,17613550,0.000305354612109924,18539983
2008-01-09,0.0021602951533645424,437023881,0.0009916380346664563,10120123,0.000391793556695921,9686429.0,0.0004047933631186128,9006620,0.0006686158403363241,58822690,0.0003281268095487614,11835463,0.002193964204819142,16298245,0.0003509554059482507,22273326.0,0.0004643066820922548,37058941.0,0.001660226500917804,15413901,0.001133366178986694,22390202.0,0.00034502538476084325,10404194,0.000959153274722014,69837942.0,6.918741575370737e-05,16176785,0.0011844690184149376,31456125.0,0.00014679338940431109,32575960,0.00030564775940964935,11055965,0.00023470788422033388,5949364.0,0.0002159692586431322,14259852,0.0006372900548744995,70110066,0.00026630285642930253,21504028,0.00028877636065327176,52339116,0.00014233547816597185,13547791,0.000229048676011207,0.0,0.0007356785835849815,4038306,0.00024687467388080295,8690745,0.0004182233519355348,8842427,,,0.0011648764342822762,23068597,0.0007078994913498708,24351798,0.00032323443514272387,22261213
2008-01-10,0.000851329366167135,358706747,0.0013562569338454226,15200809,0.0003821694566070311,8834446.0,0.00048349839338557846,6533070,0.0007451210735305104,51504022,0.0004980105903965053,12895298,0.000508705801965981,10224911,0.000358460859279816,11514227.0,0.0006075224566962697,39074048.0,0.0010056841788222634,14322783,0.0010650751401169779,14638159.0,0.0005659410188652376,9456422,0.0007479878885923922,71660425.0,7.69610685116179e-05,12234768,0.0015447966651044483,39006565.0,0.00011151455077639874,27647378,0.0002860859215699712,9513178,0.00019314424645977573,6597661.0,0.00019568253389003475,12451924,0.0004641149809020784,66961373,0.00029356462696395244,22124600,0.0003218141987074773,42788729,8.591669568876469e-05,11846085,0.0003129630170760626,0.0,0.0008428479447268253,3904287,0.0002953374978004042,6039502,0.00038758475880695586,6432311,,,0.0008547883677939933,19687908,0.0007251431865106983,32566579,0.0005462892331435246,23630781
2008-01-11,0.0006351163726198261,291053476,0.0014368421211615877,53495413,0.00020324088883393493,6102849.0,0.0005170161121309843,8548732,0.0003919972341088777,46056358,0.0002860829223634365,9758901,0.0003926893422966298,5600991,0.00030323930315260536,10968232.0,0.00018543063156126899,43176208.0,0.0006946801699888022,12116906,0.0005880456195857897,16112715.0,0.00023479160799547597,8163260,0.0004993051209247021,71672109.0,3.474761682818351e-05,14451554,0.0009789758113444612,35158126.0,0.00015940307213458877,29257664,0.0009565415864914084,31390945,0.0003480725528487529,7970280.0,0.0001388942877727414,8212669,0.00025906348364258217,49804615,0.00031625542540217826,20554680,0.00011958979495553622,29831502,0.00025380455971909334,16677725,0.0001387036288794357,0.0,0.0006938109839873245,2972268,0.00032369641052332177,5499758,0.00017982266029631613,5350873,,,0.0004903713290367051,15646071,0.00027550055559699775,24675557,0.00020324035573645777,18798822
2008-01-14,0.00023145865564658382,253105412,0.00035105729773148454,16153476,0.00023419842392718017,7259056.0,0.0002271244853033517,7637800,0.000278248383311183,46194484,8.619385382908519e-05,8583379,0.00026198654477774876,6896838,0.00020087994450720438,8318171.0,0.0001295148126747632,29777918.0,0.0001992676989830425,9096267,0.0004701962905489006,15000662.0,0.0004037862219298776,15549709,0.000338206278988103,78766366.0,4.490631677890459e-05,10451696,0.00026329264147944046,20041718.0,0.00010556751441563193,20466946,0.00026476096539006726,11270159,0.00010773349495281374,2784055.0,0.0002009067550199912,12708631,0.00016711518826975863,47337747,0.00017773912348911214,13703368,0.00013915824640184265,31794064,0.00014519908198384643,9770304,4.774813024264477e-05,0.0,0.00020394668958486717,2481610,0.0002330529724903996,5814246,8.553202064039416e-05,4010691,,,0.000168006268396912,9266160,0.00048589670722021624,18447789,0.00011743874016817673,17078731
2008-01-15,0.0013401464637507782,564329010,0.0008467621680065847,16125777,0.0007932458387619689,15262076.0,0.00018430638926414367,8620113,0.00039405485328232774,46968281,0.00014841034451216266,11950116,0.0004363091681663701,7971120,0.0002380927484121438,11432555.0,0.00021704005182085273,50140786.0,0.0005643997951287715,10459959,0.00041601435385924684,18751641.0,0.000330462177160185,10681136,0.0008576710290979652,91255283.0,4.451897277962833e-05,10425334,0.000726109757080829,41309894.0,8.131954002372331e-05,21610728,0.0002245481650248557,9436247,0.0002041605623969162,3915843.0,0.00021568816495921842,17225471,0.00018376958559369132,55119254,0.0002774716592077931,27598744,0.00022645087778302221,30010750,0.00013580378719090324,11522956,9.70535876310367e-05,0.0,0.0001229083986771342,3869344,0.00022606327314269567,5781297,0.0001368402642380701,4124427,,,0.00020243022018337048,11965014,0.0001788541885570269,22710088,0.000158200436478793,24415917
